Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,25-34 years,0,115,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,35-44 years,0,155,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,45-54 years,0,359,16,0,10,26,
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,55-64 years,0,837,51,0,15,66,
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,65-74 years,,"1,416",79,,25,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,75-84 years,,"1,974",127,,18,148,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female,85 years and over,,"2,694",181,0,19,202,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Female Total,"Female, all ages",,"7,663",463,,96,564,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Carolina Total,All sexes,All Ages,24,"15,304",921,,177,"1,113",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,1-4 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,15-24 years,0,12,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,25-34 years,0,26,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,35-44 years,,45,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,45-54 years,0,55,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,55-64 years,0,129,14,0,0,14,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,65-74 years,,192,20,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,75-84 years,,217,24,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male,85 years and over,,223,21,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Male Total,"Male, all ages",10,906,91,,,104,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,1-4 years,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,25-34 years,0,11,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,35-44 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,45-54 years,0,30,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,55-64 years,,70,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,65-74 years,,118,15,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,75-84 years,,208,17,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female,85 years and over,,371,30,0,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Female Total,"Female, all ages",,837,69,0,11,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,North Dakota,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,North Dakota Total,All sexes,All Ages,16,"1,743",160,,19,190,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,Under 1 year,0,115,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,1-4 years,0,18,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,5-14 years,0,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,15-24 years,0,181,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,25-34 years,,491,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,35-44 years,,628,18,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,45-54 years,18,979,46,11,10,63,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,55-64 years,38,"2,467",135,17,28,184,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,65-74 years,82,"3,591",242,36,31,319,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,75-84 years,97,"3,886",301,43,22,377,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male,85 years and over,96,"3,712",289,39,13,359,
05/13/2020,02/01/2020,05/09/2020,Ohio,Male Total,"Male, all ages",336,"16,096","1,044",149,114,"1,345",
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,Under 1 year,0,79,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,1-4 years,0,12,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,5-14 years,0,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,15-24 years,0,77,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,25-34 years,0,236,,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,35-44 years,,333,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,45-54 years,,677,41,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,55-64 years,19,"1,613",99,,18,128,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,65-74 years,44,"2,672",170,22,24,216,
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,75-84 years,101,"3,859",253,40,28,342,
05/13/2020,02/01/2020,05/09/2020,Ohio,Female,85 years and over,110,"6,042",350,51,31,440,
05/13/2020,02/01/2020,05/09/2020,Ohio,Female Total,"Female, all ages",283,"15,619",929,126,126,"1,212",
05/13/2020,02/01/2020,05/09/2020,Ohio,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Ohio Total,All sexes,All Ages,619,"31,715","1,973",275,240,"2,557",
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,Under 1 year,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,1-4 years,0,10,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,15-24 years,,66,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,25-34 years,,129,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,35-44 years,,205,12,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,45-54 years,,339,21,0,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,55-64 years,14,914,67,,11,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,65-74 years,29,"1,211",115,,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,75-84 years,22,"1,279",144,,11,171,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male,85 years and over,24,"1,042",116,12,,133,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Male Total,"Male, all ages",97,"5,239",483,33,44,589,
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,Under 1 year,0,22,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,15-24 years,0,35,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,25-34 years,,57,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,35-44 years,0,104,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,45-54 years,,222,12,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,55-64 years,12,569,61,,12,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,65-74 years,22,966,108,,13,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,75-84 years,19,"1,227",117,,10,137,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female,85 years and over,26,"1,608",124,11,11,150,
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Female Total,"Female, all ages",81,"4,820",429,34,53,528,
05/13/2020,02/01/2020,05/09/2020,Oklahoma,Unknown,All ages,0,0,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Oklahoma Total,All sexes,All Ages,178,"10,059",912,67,97,"1,117",
05/13/2020,02/01/2020,05/09/2020,Oregon,Male,Under 1 year,0,23,0,0,0,0,
05/13/2020,02/01/2020,05/09/2020,Oregon,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,05/09/2020,Oregon,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
