Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
05/01/2020,02/01/2020,04/25/2020,New York,Male,45-54 years,154,864,122,82,,199,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Male,55-64 years,370,"2,129",353,205,14,531,
05/01/2020,02/01/2020,04/25/2020,New York,Male,65-74 years,589,"3,261",580,298,23,893,
05/01/2020,02/01/2020,04/25/2020,New York,Male,75-84 years,735,"4,005",750,382,24,"1,125",
05/01/2020,02/01/2020,04/25/2020,New York,Male,85 years and over,726,"4,792",897,392,27,"1,255",
05/01/2020,02/01/2020,04/25/2020,New York,Male Total,"Male, all ages","2,654","16,011","2,763","1,399",97,"4,108",
05/01/2020,02/01/2020,04/25/2020,New York,Female,Under 1 year,0,50,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,New York,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Female,5-14 years,0,16,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Female,15-24 years,,55,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Female,25-34 years,,135,,,0,11,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Female,35-44 years,20,221,18,12,0,26,
05/01/2020,02/01/2020,04/25/2020,New York,Female,45-54 years,51,468,50,23,,79,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York,Female,55-64 years,193,"1,408",203,102,13,306,
05/01/2020,02/01/2020,04/25/2020,New York,Female,65-74 years,343,"2,423",379,188,11,545,
05/01/2020,02/01/2020,04/25/2020,New York,Female,75-84 years,577,"3,730",603,307,19,892,
05/01/2020,02/01/2020,04/25/2020,New York,Female,85 years and over,"1,073","7,621","1,124",507,40,"1,726",
05/01/2020,02/01/2020,04/25/2020,New York,Female Total,"Female, all ages","2,266","16,131","2,385","1,142",91,"3,594",
05/01/2020,02/01/2020,04/25/2020,New York,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York Total,All sexes,All Ages,"4,920","32,144","5,148","2,541",188,"7,702",
05/01/2020,02/01/2020,04/25/2020,New York City,Male,Under 1 year,0,44,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,New York City,Male,1-4 years,,,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Male,5-14 years,,14,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Male,15-24 years,12,97,,,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Male,25-34 years,67,280,35,25,,77,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Male,35-44 years,215,572,86,62,20,243,
05/01/2020,02/01/2020,04/25/2020,New York City,Male,45-54 years,566,"1,265",264,193,64,641,
05/01/2020,02/01/2020,04/25/2020,New York City,Male,55-64 years,"1,228","2,745",607,434,139,"1,414",
05/01/2020,02/01/2020,04/25/2020,New York City,Male,65-74 years,"1,827","3,933",956,692,128,"2,096",
05/01/2020,02/01/2020,04/25/2020,New York City,Male,75-84 years,"1,734","4,173",965,659,94,"2,049",
05/01/2020,02/01/2020,04/25/2020,New York City,Male,85 years and over,"1,204","3,719",767,463,65,"1,521",
05/01/2020,02/01/2020,04/25/2020,New York City,Male Total,"Male, all ages","6,857","16,851","3,686","2,531",520,"8,061",
05/01/2020,02/01/2020,04/25/2020,New York City,Female,Under 1 year,,44,0,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,1-4 years,,,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,5-14 years,0,11,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,15-24 years,,36,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,25-34 years,35,132,15,10,,41,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,35-44 years,70,239,32,18,,85,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City,Female,45-54 years,201,547,97,69,29,232,
05/01/2020,02/01/2020,04/25/2020,New York City,Female,55-64 years,534,"1,423",278,195,61,628,
05/01/2020,02/01/2020,04/25/2020,New York City,Female,65-74 years,964,"2,506",512,346,80,"1,143",
05/01/2020,02/01/2020,04/25/2020,New York City,Female,75-84 years,"1,271","3,532",750,484,81,"1,556",
05/01/2020,02/01/2020,04/25/2020,New York City,Female,85 years and over,"1,488","5,919",910,544,80,"1,879",
05/01/2020,02/01/2020,04/25/2020,New York City,Female Total,"Female, all ages","4,568","14,395","2,599","1,668",342,"5,572",
05/01/2020,02/01/2020,04/25/2020,New York City,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,New York City Total,All sexes,All Ages,"11,425","31,247","6,285","4,199",862,"13,633",
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,Under 1 year,0,39,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,15-24 years,0,78,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,25-34 years,0,144,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,35-44 years,0,187,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,45-54 years,0,323,16,0,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,55-64 years,0,789,39,0,17,56,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,65-74 years,0,"1,260",82,0,11,93,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,75-84 years,0,"1,393",78,0,,86,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male,85 years and over,0,"1,146",92,0,,99,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Male Total,"Male, all ages",0,"5,372",310,0,55,365,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,Under 1 year,0,37,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,1-4 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,5-14 years,0,13,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,15-24 years,0,30,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,25-34 years,0,71,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,35-44 years,0,111,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,45-54 years,0,258,10,0,,19,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,55-64 years,0,576,38,0,11,49,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,65-74 years,0,998,56,0,18,74,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,75-84 years,0,"1,358",86,0,15,101,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female,85 years and over,0,"1,898",130,0,12,142,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Female Total,"Female, all ages",0,"5,354",329,0,72,401,
05/01/2020,02/01/2020,04/25/2020,North Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Carolina Total,All sexes,All Ages,0,"10,727",639,0,127,766,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,1-4 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,15-24 years,0,11,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,25-34 years,0,24,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,35-44 years,0,36,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,45-54 years,0,45,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,55-64 years,0,113,14,0,0,14,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,65-74 years,,175,16,0,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,75-84 years,,196,21,,,22,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male,85 years and over,,196,18,,,21,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Male Total,"Male, all ages",,802,77,,,87,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,1-4 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,25-34 years,0,11,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,35-44 years,0,15,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,45-54 years,0,28,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,55-64 years,,57,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,65-74 years,,102,15,0,,20,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,75-84 years,,193,16,0,,22,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female,85 years and over,0,326,25,0,0,25,
05/01/2020,02/01/2020,04/25/2020,North Dakota,Female Total,"Female, all ages",,744,63,0,11,77,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,North Dakota,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,North Dakota Total,All sexes,All Ages,,"1,546",140,,18,164,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Ohio,Male,Under 1 year,0,96,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Ohio,Male,1-4 years,0,14,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Ohio,Male,5-14 years,0,24,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Ohio,Male,15-24 years,0,157,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
